id;gen;sp;ssp;categories;group;en;rec;cnt;loc;lat;lng;alt;type;sex;stage;method;url;file;file-name;sono;osci;lic;q;length;time;date;uploaded;also;rmk;bird-seen;animal-seen;playback-used;temp;regnr;auto;dvc;mic;smp;fullfilename;filename
334343;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;borzolo;Italy;Benevento, Provincia di Benevento, Campania;41.1475;14.7898;120;song;;;field recording;//xeno-canto.org/334343;https://xeno-canto.org/334343/download;XC334343-2016.03.31_07.46_0_51_1_13.mp3;{'small': '//xeno-canto.org/sounds/uploaded/OMLNVXLSEV/ffts/XC334343-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OMLNVXLSEV/ffts/XC334343-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OMLNVXLSEV/ffts/XC334343-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OMLNVXLSEV/ffts/XC334343-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/OMLNVXLSEV/wave/XC334343-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OMLNVXLSEV/wave/XC334343-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OMLNVXLSEV/wave/XC334343-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:22;07:30;2016-03-31;2016-09-12;['Parus major', 'Corvus cornix'];In the recording you can hear 2 (or more) species. Tha recording was made on a river bank. Very probably it is a common species. Thanks in advance for your help!;no;no;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC334343.mp3;XC334343.mp3
313333;Phylloscopus;collybita;abietinus;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Albert Lastukhin;Russian Federation;Cheboksary, gorod Cheboksary, Республика Чувашская - Чувашия;56.092;47.2613;190;song;;;field recording;//xeno-canto.org/313333;https://xeno-canto.org/313333/download;XC313333-Ph. collybita abietinus 160415_005,B.MP3;{'small': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC313333-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC313333-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC313333-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/ffts/XC313333-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC313333-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC313333-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LELYWQKUZX/wave/XC313333-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:40;08:30;2016-04-15;2016-04-22;[];;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC313333.mp3;XC313333.mp3
463529;Phylloscopus;collybita;tristis;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Andrew Easton;United Kingdom;Waveney District (near  Lowestoft), Suffolk, England;52.4789;1.724;10;song;;;field recording;//xeno-canto.org/463529;https://xeno-canto.org/463529/download;XC463529-Siberian Chiffchaff 26032019.mp3;{'small': '//xeno-canto.org/sounds/uploaded/IFAGRHOSIK/ffts/XC463529-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IFAGRHOSIK/ffts/XC463529-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IFAGRHOSIK/ffts/XC463529-large.png', 'full': '//xeno-canto.org/sounds/uploaded/IFAGRHOSIK/ffts/XC463529-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/IFAGRHOSIK/wave/XC463529-small.png', 'med': '//xeno-canto.org/sounds/uploaded/IFAGRHOSIK/wave/XC463529-med.png', 'large': '//xeno-canto.org/sounds/uploaded/IFAGRHOSIK/wave/XC463529-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:32;08:00;2019-03-26;2019-03-26;['Turdus merula', 'Larus argentatus', 'Erithacus rubecula', 'Tachybaptus ruficollis'];;yes;yes;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC463529.mp3;XC463529.mp3
571924;Phylloscopus;collybita;collybita;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Gary Elton;United Kingdom;Great Britain (near  Great Massingham), Norfolk, England;52.7759;0.6613;80;song;male;adult;field recording;//xeno-canto.org/571924;https://xeno-canto.org/571924/download;XC571924-Chiffchaff Good GM 20200424 HN4.mp3;{'small': '//xeno-canto.org/sounds/uploaded/EEOAIANXMX/ffts/XC571924-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EEOAIANXMX/ffts/XC571924-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EEOAIANXMX/ffts/XC571924-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EEOAIANXMX/ffts/XC571924-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/EEOAIANXMX/wave/XC571924-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EEOAIANXMX/wave/XC571924-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EEOAIANXMX/wave/XC571924-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:33;06:30;2020-04-24;2020-06-27;['Anser anser', 'Turdus philomelos'];;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC571924.mp3;XC571924.mp3
82678;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Juha Honkala;Finland;Kisko, Routtolammi;60.19;23.491;70;song;;;field recording;//xeno-canto.org/82678;https://xeno-canto.org/82678/download;LS100148Phycol.mp3;{'small': '//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/ffts/XC82678-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/ffts/XC82678-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/ffts/XC82678-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/ffts/XC82678-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/wave/XC82678-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/wave/XC82678-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UTCLOBFQPH/wave/XC82678-large.png'};//creativecommons.org/licenses/by-nc-nd/2.5/;A;00:49;19.51;2011-06-25;2011-07-03;[];;unknown;unknown;unknown;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC82678.mp3;XC82678.mp3
177825;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Jordi Calvet;Spain;Regató, PN Montserrat;41.62;1.785;550;"call, song, song and ""tret"" calls";;;field recording;//xeno-canto.org/177825;https://xeno-canto.org/177825/download;XC177825-PHYCOL14h07m57s09may2014 (2).mp3;{'small': '//xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC177825-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC177825-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC177825-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ffts/XC177825-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/wave/XC177825-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/wave/XC177825-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/wave/XC177825-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:29;14:07;2014-05-09;2014-05-10;['Luscinia megarhynchos'];;yes;yes;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC177825.mp3;XC177825.mp3
795700;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Alan Dalton;Sweden;Sandemar;59.1248;18.3501;10;song;male;adult;field recording;//xeno-canto.org/795700;https://xeno-canto.org/795700/download;XC795700-Chiff-mix-singer-Sand-best-23-apr-0721.wav;{'small': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC795700-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC795700-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC795700-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/ffts/XC795700-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC795700-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC795700-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BBJSEFYVPV/wave/XC795700-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:36;06:30;2023-04-23;2023-04-25;[];Mixed singer! Alternating between this strophe and another that was like Chiffchaff. ;yes;yes;no;;;no;Telinga Parabola;Telinga Pro 8;96000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC795700.mp3;XC795700.mp3
784678;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Paul Kelly;Ireland;Tacumshin Lake (East End), County Wexford;52.1963;-6.4439;0;song;male;uncertain;field recording;//xeno-canto.org/784678;https://xeno-canto.org/784678/download;XC784678-chiffchaff.wav;{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC784678-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC784678-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC784678-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC784678-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC784678-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC784678-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC784678-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:35;08:30;2023-03-04;2023-03-08;[];;no;no;no;;;yes;Dodotronic parabola. ;Tascam. ;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC784678.mp3;XC784678.mp3
546827;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Peter Boesman;Belgium;Mechels Broek, Mechelen, Antwerpen;51.0177;4.516;0;song;male;;field recording;//xeno-canto.org/546827;https://xeno-canto.org/546827/download;XC546827-LS_55277 Tjifttjaf song A.mp3;{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC546827-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC546827-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC546827-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC546827-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC546827-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC546827-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC546827-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:56;09:45;2020-04-16;2020-04-17;[];;unknown;unknown;unknown;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC546827.mp3;XC546827.mp3
630781;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Jacobo Ramil MIllarengo;Spain;  Sisalde, Ames, A Coruña, Galicia;42.8373;-8.652;30;song;;adult;field recording;//xeno-canto.org/630781;https://xeno-canto.org/630781/download;XC630781-210321_15Phyllos collybita Sisalde 9.30 .mp3;{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC630781-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC630781-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC630781-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC630781-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC630781-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC630781-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC630781-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:36;09:30;2021-03-21;2021-03-22;[];;yes;yes;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC630781.mp3;XC630781.mp3
787625;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Vladimír Nemček;Slovakia;Vysoká pri Morave, Malacky District, Bratislava Region;48.2952;16.923;140;song;uncertain;uncertain;field recording;//xeno-canto.org/787625;https://xeno-canto.org/787625/download;XC787625-pcollybitta_230322_dolny_les.wav;{'small': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/ffts/XC787625-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/ffts/XC787625-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/ffts/XC787625-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/ffts/XC787625-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/wave/XC787625-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/wave/XC787625-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/wave/XC787625-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:53;11:30;2023-03-22;2023-03-22;[];two birds were singing from tree crowns at the edge of the forest and meadows, +17 degrees Celsius, cloudy, light breeze, high-passed;no;no;no;;;no;Olympus LS-P4;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC787625.mp3;XC787625.mp3
97737;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Richard Dunn;United Kingdom;Grindon Lough, Northumberland;55.001;-2.307;210;song;;;field recording;//xeno-canto.org/97737;https://xeno-canto.org/97737/download;Chiffchaff-120325-006.mp3;{'small': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/ffts/XC97737-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/ffts/XC97737-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/ffts/XC97737-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/ffts/XC97737-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/wave/XC97737-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/wave/XC97737-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/wave/XC97737-large.png'};//creativecommons.org/licenses/by-nc-nd/2.5/;A;00:22;16:00;2012-03-25;2012-03-31;[];same as XC97445 and XC97446;unknown;unknown;unknown;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC97737.mp3;XC97737.mp3
798557;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Lars Edenius;Sweden;Bådahällan, Umeå Municipality, Västerbotten County;63.6057;19.9765;0;song;;;field recording;//xeno-canto.org/798557;https://xeno-canto.org/798557/download;XC798557-Gransångare_33.mp3;{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC798557-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC798557-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC798557-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC798557-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC798557-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC798557-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC798557-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:48;08:00;2023-05-06;2023-05-06;[];SNR 52dB (ISO/ITU);yes;yes;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC798557.mp3;XC798557.mp3
144519;Phylloscopus;collybita;tristis;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Antero Lindholm;Russian Federation;Turochaksky District, Altay;51.7932;87.2994;440;song;;;field recording;//xeno-canto.org/144519;https://xeno-canto.org/144519/download;XC144519-2023_Phytri_20100616_Teletskoje.mp3;{'small': '//xeno-canto.org/sounds/uploaded/KTBTZAHSXF/ffts/XC144519-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KTBTZAHSXF/ffts/XC144519-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KTBTZAHSXF/ffts/XC144519-large.png', 'full': '//xeno-canto.org/sounds/uploaded/KTBTZAHSXF/ffts/XC144519-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/KTBTZAHSXF/wave/XC144519-small.png', 'med': '//xeno-canto.org/sounds/uploaded/KTBTZAHSXF/wave/XC144519-med.png', 'large': '//xeno-canto.org/sounds/uploaded/KTBTZAHSXF/wave/XC144519-large.png'};//creativecommons.org/licenses/by-nc-sa/3.0/;A;00:46;04:30;2010-06-16;2013-08-08;[];;unknown;unknown;no;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC144519.mp3;XC144519.mp3
97446;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Richard Dunn;United Kingdom;Grindon Lough, Northumberland;55.001;-2.307;210;song;;;field recording;//xeno-canto.org/97446;https://xeno-canto.org/97446/download;Chiffchaff-120325-009.mp3;{'small': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/ffts/XC97446-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/ffts/XC97446-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/ffts/XC97446-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/ffts/XC97446-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/wave/XC97446-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/wave/XC97446-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EUHNGQTHJS/wave/XC97446-large.png'};//creativecommons.org/licenses/by-nc-nd/2.5/;A;00:44;16:00;2012-03-25;2012-03-26;[];aberrant song. A mixed up Chiffchaff!!! same as XC97445 and XC97737;unknown;unknown;unknown;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC97446.mp3;XC97446.mp3
396148;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Livon;Estonia;Lümanda vald, Saaremaa;58.1931;22.0727;0;call, song;;;field recording;//xeno-canto.org/396148;https://xeno-canto.org/396148/download;XC396148-Tjif_LumandaEsu_170506_0934.mp3;{'small': '//xeno-canto.org/sounds/uploaded/WIPMNWUHXI/ffts/XC396148-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WIPMNWUHXI/ffts/XC396148-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WIPMNWUHXI/ffts/XC396148-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WIPMNWUHXI/ffts/XC396148-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/WIPMNWUHXI/wave/XC396148-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WIPMNWUHXI/wave/XC396148-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WIPMNWUHXI/wave/XC396148-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:30;09:34;2017-05-06;2017-12-16;['Fringilla coelebs', 'Phylloscopus collybita'];Recorded from webcam Beaver (Kobras), Lümanda vald, Saaremaa, Estonia.;no;no;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC396148.mp3;XC396148.mp3
546799;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Peter Boesman;Belgium;Mechels Broek, Mechelen, Antwerpen;51.0177;4.516;0;song;;;field recording;//xeno-canto.org/546799;https://xeno-canto.org/546799/download;XC546799-LS_55234 Tjiftjaf song A.mp3;{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC546799-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC546799-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC546799-large.png', 'full': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/ffts/XC546799-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC546799-small.png', 'med': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC546799-med.png', 'large': '//xeno-canto.org/sounds/uploaded/OOECIWCSWV/wave/XC546799-large.png'};//creativecommons.org/licenses/by-nc-nd/4.0/;A;00:49;07:40;2020-04-16;2020-04-17;[];;unknown;unknown;unknown;;;no;;;44100;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC546799.mp3;XC546799.mp3
799031;Phylloscopus;collybita;;Phylloscopus collybita_Common Chiffchaff;birds;Common Chiffchaff;Lars Edenius;Sweden;Kråkenvägen, Nordmaling Municipality, Västerbotten County;63.4871;19.6912;10;song;;;field recording;//xeno-canto.org/799031;https://xeno-canto.org/799031/download;XC799031-Gransångare_34.mp3;{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC799031-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC799031-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC799031-large.png', 'full': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/ffts/XC799031-full.png'};{'small': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC799031-small.png', 'med': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC799031-med.png', 'large': '//xeno-canto.org/sounds/uploaded/MMEJYLOPDO/wave/XC799031-large.png'};//creativecommons.org/licenses/by-nc-sa/4.0/;A;00:47;10:00;2023-05-08;2023-05-08;[];SNR 52dB (ISO/ITU);no;no;no;;;no;;;48000;build_dataset_temp/WORKFLOW_MULTIPLE_SPECIES/Phylloscopus collybita_Common Chiffchaff/XC799031.mp3;XC799031.mp3
